Feature,rank,C_VISUAL_PATH,C_NAME,MOD,key_for_search,lab_low,lab_high,raw_text,ref_link
KUH|COMPONENT_ID:2006#@Labs|Aggregate:Last,407,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Electrolytes - single valence (LP19403-2)\Anion gap (LP30809-5)\Anion gap | Bld-Ser-Plas (LP50266-3)\Anion Gap SerPl-sCnc (33037-3)\ANION GAP(#2006),ANION GAP(#2006),@Labs|Aggregate:Last,anion gap,8,16,"The normal value for the serum anion gap is 8-16 mEq/L. However, there are always unmeasurable anions, so an anion gap of less than 11 mEq/L using any of the equations listed in Description is considered normal. For the urine anion gap, the most prominently unmeasured anion is ammonia.",https://emedicine.medscape.com/article/2087291-overview
KUH|COMPONENT_ID:3025#CELLS/UL@Labs|Aggregate:Median,409,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Basophils (LP14328-6)\Basophils | Bld-Ser-Plas (LP48336-9)\Basophils # Bld Auto (704-7)\ABSOLUTE BASO COUNT(#3025),ABSOLUTE BASO COUNT(#3025),@Labs|Aggregate:Median,absolute baso count,0,300,"Feb 13, 2017 ... What's the normal range for basophils? Basophils account for less than three percent of your white blood cells. You should have 0 to 300 basophils per microliter of blood. Keep in mind that blood test normal ranges can vary from lab to lab.||Measures the total number of white blood cells, which defend the body against 
infection; there are several different types of white blood cells: lymphocytes, 
monocytes, neutrophils, eosinophils, and basophils ... Granulocytes, absolute (
GR, abs) or ... Measures the number or percentage of neutrophils, which are normally.||Jan 14, 2015 ... Reference ranges for differential white blood cell count in normal adults is as follows: Neutrophils - 2.0–7.0×109/l (40–80%) Lymphocytes - 1.0–3.0×109/l (20–40%) Monocytes - 0.2–1.0×109/l (2–10%)||Absolute Basophil Count - View Normal Values, Test Results, Procedure to 
conduct & Prices for Absolute Basophil Count | Practo.||NEUTROPHIL ABSOLUTE (K/MCL). AGE, MALE AND FEMALE NORMAL RANGE. > 21 years, 1.8 - 7.7. 10 - 20 years, 1.8 - 8.0. 1 - 9 years, 1.5 - 8.5.||Basophil levels are influenced by your genes. If you've gotten your genes 
sequenced, SelfDecode ...||Jul 28, 2015 ... The normal range of the percentage of neutrophils is between 45% and 70%. ... 
The absolute basophil count is calculated by multiplying the ...||An increase in the number of basophils (basophilia) can occur in people with 
hypothyroidism. In the myeloproliferative disorders (for example, polycythemia 
vera ...||Basophils circulate in the blood and normally live for a few days before they ... Basophils make up about 0.5 percent of the total number of white blood cells.||Absolute Basophil Count Test - View Normal Values, Test Results, Procedure to 
conduct & Best Prices for Absolute Basophil Count Test | Lybrate.",https://www.healthline.com/health/basophils
KUH|COMPONENT_ID:2070#U/L@Labs|Aggregate:Last,411,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Enzymes (see also Inborn errors metabolism lysosomal) (LP31392-1)\Lactate dehydrogenase (LP15033-1)\Lactate Dehydrogenase | XXX (LP50005-5)\LDH XXX-cCnc (32324-6)\LDH(#2070),LDH(#2070),@Labs|Aggregate:Last,ldh,250,500,"According to pretreatment values of serum lactate dehydrogenase (LDH), 113 consecutive patients with non-Hodgkin's lymphoma were divided into three levels: level 1 (within normal range) with LDH less than 250 U/l; level 2 (moderately increased) with LDH between 250 and 500 U/l; level 3 (highly increased) with LDH more ...",https://www.ncbi.nlm.nih.gov/pubmed/6891644
KUH|COMPONENT_ID:1180000626#CM@Labs|Aggregate:Last,413,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\SINUS (#1180000626),SINUS (#1180000626),@Labs|Aggregate:Last,sinus,60,100,"Sinus rhythm means a normal heart beat, both with respect to the heart rate and rhythm. Heart rate will fall between 60 and 100 beats per minute.",https://www.practicalclinicalskills.com/sinus-rhythm
KUH|COMPONENT_ID:7164#MG/DL@Labs|Aggregate:Last,415,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Protein (LP15838-3)\Albumin (LP6118-6)\Albumin | Urine (LP41466-1)\Microalbumin Ur-mCnc (14957-5)\MICROALBUMIN, RAN(#7164)","MICROALBUMIN, RAN(#7164)",@Labs|Aggregate:Last,microalbumin,30,300,"A ratio of albumin (mcg/L) to creatinine (mg/L) of less than 30 is normal; a ratio of 30-300 signifies microalbuminuria and values above 300 are considered as macroalbuminuria. On a standard urine dipstick, 10-20 mg/dL is the minimal detection limit of protein.",https://emedicine.medscape.com/article/2088184-overview
KUH|COMPONENT_ID:2199#MCU/ML@Labs|Aggregate:Median,417,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Endocrine (LP31396-2)\Pituitary Hormones- (LP31660-1)\Thyrotropin (LP14487-0)\Thyrotropin | Bld-Ser-Plas (LP41619-5)\TSH SerPl-aCnc (3016-3)\THYROID SCREEN TSH(#2199),THYROID SCREEN TSH(#2199),@Labs|Aggregate:Median,thyroid screen tsh,0.4,5,"The normal TSH range is 0.4 to 5 milli-international units per liter (mIU/L). If your level is higher than this, chances are you have an underactive thyroid.",https://www.webmd.com/women/what-is-tsh-test
KUH|COMPONENT_ID:1180010033#MSEC@Labs|Aggregate:Last,419,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\IVRT (#1180010033),IVRT (#1180010033),@Labs|Aggregate:Last,ivrt,41,59,"||Below an up-to-date list of echocardiographic normal values. ... IVRT (ms), 50 ± 9 
(32-68), 67 ± 8 (51-83), 74 ± 7 (60-88), 87 ± 7 (73-101). E/A ratio, 1.88 ± 0.45 ...||Under normal conditions: Isovolumetric relaxation time (IVRT) - cut off value: = 70 mm/sec - >100 mm/sec.||A normal IVRT is about 70 ± 12 ms, and approximately 10 ms longer in people over forty years. In abnormal relaxation, IVRT is usually in excess of 110 ms. With restrictive ventricular filling, it is usually under 60 ms.||Oct 11, 2014 ... Isovolumic relaxation (IVRT); the time between aortic valve closure and ... The normal values for Doppler-derived diastolic measurements are ...||The normal values of the IVRT in dogs and cats are summarized in Tables 8-1 
and 8-2. In dogs, the IVRT increased with age and decreases with increased 
heart ...||MPI TISSUE = ( IVRT + IVCT ) ET ( < 0.54 Normal ). Note the difference in normal values for MPI according to the method used reflecting the fact that the time in ...||Apr 1, 1999 ... Results: There was a significant relationship between age and IVRT (p = 0.0388), 
but gender and heart rate had no significant effect on IVRT, ...||Apr 20, 2016 ... measurement that falls within the normal range for a given age group does not 
..... IVRT can be combined with other mitral inflow parameters as ...||conventional risk factors but also in participants with a normal conventional 
echocardiographic ..... function with increasing values of the IVRT, IVCT, IVRT/ET,
.||Normal, 0.39 ±0.05 ... diastolic dysfunction result in abnormality in myocardial 
relaxation which prolongs the relaxation period (isovolumic relaxation time, IVRT)
.",https://www.echopedia.org/wiki/Normal_Values_of_TTE
KUH|COMPONENT_ID:3172#MCG/DL@Labs|Aggregate:Last,422,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Iron (LP15677-5)\Iron | Bld-Ser-Plas (LP42658-2)\Iron SerPl-mCnc (2498-4)\IRON(#3172),IRON(#3172),@Labs|Aggregate:Last,iron,13.5,17.5,Lower than normal hemoglobin levels indicate anemia. The normal hemoglobin range is generally defined as 13.5 to 17.5 grams (g) of hemoglobin per deciliter (dL) of blood for men and 12.0 to 15.5 g/dL for women. The normal ranges for children vary depending on the child's age and sex. Ferritin.,https://www.mayoclinic.org/diseases-conditions/iron.../drc-20355040
KUH|COMPONENT_ID:1180011047#M/S@Labs|Aggregate:Last,424,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\MV PEAK A VEL (#1180011047),MV PEAK A VEL (#1180011047),@Labs|Aggregate:Last,mv peak a vel,1,2.2,"Below an up-to-date list of echocardiographic normal values. ..... left atrium; LV, 
left ventricle; MV, mitral valve; MR, mitral regurgitation; R Vol, regurgitant volume; 
RF, ... continuous-wave Doppler, - maximum velocity of tricuspid regurgitant flow.||Below an up-to-date list of echocardiographic normal values. ..... left atrium; LV, 
left ventricle; MV, mitral valve; MR, mitral regurgitation; R Vol, regurgitant volume; 
RF, ... continuous-wave Doppler, - maximum velocity of tricuspid regurgitant flow.||This page contains a calculator to calculate the normal values for common 
echocardiographic ... Mitral Valve Mean Gradient, Aortic Valve Peak Gradient. Normal ...||Under normal conditions: Isovolumetric relaxation time (IVRT) - cut off value: .... 
To derive the E/e´ ratio one must divide the maximum velocity of the E-wave of ...||MV 'E' wave peak velocity. N. = 1.0–2.2. E vel N. = 70–120 cm/s. MV 'A' wave peak velocity. A vel N. = 42–70 cm/s. MV DT - E. MV deceleration time 'E' wave.||Feb 19, 2018 ... Reference values in patients after successful MV repair are lacking, ... To 
determine echo values at peak, stress echocardiography was ..... LV function, the 
ratio of early transmitral velocity to tissue Doppler mitral annular early ...||Oct 28, 2013 ... Reference ranges (5th and 95th percentile values) for tricuspid E velocity, .... Ea peak; tricuspid annular early diastolic velocity, Aa peak;tricuspid annular late ... a
Abbreviation: MV E/Ea ; the ratio of mitral early diastolic inflow ...||Usefulness of peak mitral inflow velocity to predict severe mitral regurgitation in ... 
in patients both with normal and low left ventricular (LV) ejection fraction (EF). ... 
Sensitivity, specificity, and negative predictive value of peak E-wave velocity ...||parameters included: early peak diastolic velocity (E) and peak atrial velocity, peak filling rate computed as E x .... mean age 54 years, range 27 to 72) five had normal coronary ...... Bonow RO, Bacharach SL, Green MV, Kent KM,Rosing DR,.||Apr 19, 2016 ... To define normal values of the cardiac time intervals obtained by tissue Doppler 
imaging. (TDI) M-mode through the mitral valve (MV). .... transmitral early diastolic 
inflow velocity; A = peak transmitral late diastolic inflow ...",https://www.echopedia.org/wiki/Normal_Values
KUH|COMPONENT_ID:1180010031#M/S@Labs|Aggregate:Last,427,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\TDI E' (#1180010031),TDI E' (#1180010031),@Labs|Aggregate:Last,tdi e',1.43,2.33,"diastolic velocity (Ea), and the ratio of Ea to transmitral E-wave (E/Ea). ... The reference ranges presented for the TDI parameters of Sa velocity, Ea velocity, 
and ...||orating institutions of the Normal Reference Ranges for Echocardiography (
NORRE) .... e. '. , anda. ' peak velocities. PW. TDI was also obtained at the 
lateral ...||Nov 12, 2009 ... Average E/Ea ratio increased significantly with advancing age ( P < 0.001). 
Conclusion. The reference ranges presented for the TDI parameters ...||used. Normal pulsed TDI values are given in Table 1. Normal ageing can alter TDI derived myocardial veloci- ties. There is a decrease in s' and e' velocities with
 ...||Under normal conditions: Isovolumetric relaxation time (IVRT) - cut off value: = 
70 ... Normal pattern of diastolic filling: the E-wave is taller than the A-wave .... To 
measure the velocity of mitral annular motion use tissue Doppler (TDI) and place
 ...||Oct 28, 2013 ... Reference ranges (5th and 95th percentile values) for tricuspid E ... 
echocardiography and conventional Doppler and TDI in accordance with ...||Mar 2, 2007 ... This study gives normal ranges for TDI indices in pregnancy. ... The E:E' ratio 
was derived for the septal and lateral margins of the mitral ...||Nov 1, 2011 ... Normative Values for Tissue Doppler Imaging (TDI) Velocities in Preterm ... 
infants but little is known about normal values at various gestations.||Apr 19, 2016 ... strainrate e)(p<0.05 for all), whereas MPIConv was significantly associated with 
... Normal Values of Cardiac Time Intervals by TDI M-Mode.||Normal Values diastolic parameters. Measurement ... E/A ratio, 1.88 ± 0.45 (
0.98-2.78), 1.53 ± 0.40 (0.73-2.33), 1.28 ± 0.25 (0.78-1.78), 0.96 ± 0.18 (0.6-1.32)
.",https://academic.oup.com/ehjcimaging/article-pdf/11/1/51/.../jep164.pdf
KUH|COMPONENT_ID:2068#U/L@Labs|Aggregate:Last,428,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Enzymes (see also Inborn errors metabolism lysosomal) (LP31392-1)\Triacylglycerol lipase (LP14915-0)\Triacylglycerol Lipase | Bld-Ser-Plas (LP49451-5)\Lipase SerPl-cCnc (3040-3)\LIPASE(#2068),LIPASE(#2068),@Labs|Aggregate:Last,lipase,23,85,"However, most of the enzymes made in the pancreas are released into the small intestine. In a healthy individual, a normal blood amylase level is around 23-85 units per liter (U/L), although some lab ranges for normal amylase go up to 140 U/L. A normal lipase level can range from 0-160 U/L depending on the lab.",https://www.healthline.com/health/amylase-and-lipase-tests
KUH|COMPONENT_ID:1180000100#BPM@Labs|Aggregate:Median,433,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D ECHO\PEAK HR (#1180000100),PEAK HR (#1180000100),@Labs|Aggregate:Median,peak hr,60,100,"A normal resting heart rate for adults ranges from 60 to 100 beats per minute. Generally, a lower heart rate at rest implies more efficient heart function and better cardiovascular fitness.",https://www.mayoclinic.org/healthy-lifestyle/.../heart-rate/faq-20057979
